Gene,ADL,AFD,AIN,AIY,ASEL,ASER
WBGene00196745,0,0.375508648,3.171637742,0,0,0
WBGene00196751,0,0,0,0,0,0
WBGene00196753,0,0,0,5.250526384,0.656515939,0.941203172
WBGene00196758,0,0,0,0,0,0
WBGene00196775,3.503732107,0,1.024559268,0,3.318906282,0
WBGene00196780,0.689364848,0,3.317155372,0,0,0
WBGene00196783,0.452199526,0.816345348,6.772229407,0,0,0
WBGene00196789,0,0,2.112227193,28.92334064,0,0
WBGene00196792,0,0,3.961093958,0,0,2.842068505
WBGene00196793,0.58181803,0,1.518806355,0,0,0
WBGene00196810,1.659893943,1.30743311,2.178377779,0,1.715894375,0
WBGene00196814,0.274176938,0.18720057,0.139683182,0,0,0.232356115
WBGene00196819,2.341360276,1.319468806,7.506003149,3.444371477,0,0
WBGene00196830,4.983487353,0,0,0,0,0
WBGene00196832,0.968149849,1.915600685,1.019772736,0,6.494608664,0.991592242
WBGene00196834,0,0,0,0,0,0
WBGene00196838,0,0,0,0,0,0
WBGene00196847,0,1.517401182,1.87873752,0,2.089934147,5.426869636
WBGene00196848,0,1.853544519,0.965978707,0,0.789726249,0.589354215
WBGene00196852,1.187201177,1.300020526,0.730212018,0.839261963,0.981046441,0.669306133
WBGene00196854,0.376674975,0.101713297,2.262419313,0,1.910576836,0.436267206
WBGene00196856,2.782567453,0.677416029,2.954786165,1.244460409,0,0.689248952
WBGene00196857,0.757153593,0,3.517611938,0,0,0
WBGene00196859,0,0,2.367106093,0,0,0
WBGene00196862,1.155014147,2.017734534,1.237367374,0,1.163714808,1.13239971
WBGene00196867,0,3.809526646,0,0,0,0
WBGene00196870,2.392621471,0,0.258179479,0,0,0
WBGene00196871,0.721371771,1.307599511,0.502879572,1.798850793,0,0.363682229
WBGene00196872,1.446019822,6.724845882,0.395770618,0.502930221,0.48812425,1.460589545
WBGene00196877,0,0,0,0,0,0
WBGene00196879,0,0,0,0,0,1.202860626
WBGene00196884,0,0,0,0,0,0
WBGene00196890,0.982528082,1.464708889,0,0,0,0
WBGene00196896,0,0,1.403018927,9.998230718,0,0
WBGene00196913,0.661172921,0,1.074075411,0,2.133600044,0
WBGene00196919,1.257967916,0,3.786158324,0,0,0
WBGene00196931,0,1.700491037,0.503485374,7.043766719,0,0
WBGene00196935,0.958198632,0.647632969,1.443470192,0,0.85291769,1.047435212
WBGene00196949,2.146947914,0,1.40803398,0,0,0
WBGene00196957,1.523064309,0,0.908896323,0,0,2.145834387
WBGene00196968,0,1.901358449,4.036351125,0,0,1.144328594
WBGene00196971,1.130747218,1.396823657,0.97705896,0,1.147889399,0
WBGene00196986,0.931290149,0.234535268,2.924363121,0,0,0.569186897
WBGene00197001,0,0,0,0,0,0
WBGene00197030,2.121240272,0,5.75383062,0,0,0
WBGene00197033,0.984339875,0.35612738,2.507789627,0,0,0
WBGene00197036,1.457282416,0,2.895876574,0,5.521295726,0
WBGene00197037,1.091795374,1.304247654,1.789118418,0,0.623891923,0.643627975
WBGene00197039,0.633942037,0,0.90718946,0,3.108018502,0
WBGene00197045,0,5.153704302,0,0,5.983346695,10.42058182
WBGene00197048,0.473310804,0.760478809,2.839846401,0,0,0.587425525
WBGene00197051,0.646839804,1.181978638,0.444763898,0,0,0
WBGene00197065,0.853032921,0,2.768198552,0,0.731700114,0.717594345
WBGene00197066,0.5225856,2.447808237,0.569215801,2.041972635,0,0
WBGene00197074,0,0.253813926,0.451176102,0.02893846,1.912420148,0.194267343
WBGene00197078,1.403775142,1.544379411,1.156625414,0,0,0
WBGene00197080,0,3.750221867,0,0,0,0
WBGene00197081,0,2.838438945,1.156619914,2.799443208,0,1.46663035
WBGene00197086,0,0,0,0,0,0
WBGene00197094,0.279998937,0,0,0,0,0
WBGene00197095,0,0,0,0,0,0
WBGene00197097,0.494362379,0.266562524,0.403629793,0,1.793543821,1.57647739
WBGene00197102,12.66462882,0.879127403,0.074071836,1.178076044,1.572931118,0
WBGene00197104,0,1.083629901,1.349578202,12.0587641,0,0
WBGene00197114,0.630685223,0.38571583,3.689791686,0,0,0
WBGene00197119,0.585847434,2.359001677,3.849038885,0,0,0
WBGene00197127,1.074138121,2.423002851,2.244659821,0,0,1.537503913
WBGene00197154,0.840959891,5.074906835,1.007385477,0.866804926,0.276429012,1.673468346
WBGene00197168,0,0,0,0,0,0
WBGene00197171,0.882393873,0.552959533,0.962939926,1.589836102,0.182165965,1.369933361
WBGene00197175,0,0.8263783,8.880595321,0,0,0.752272327
WBGene00197183,1.816572946,0,0.477902674,0,0,0
WBGene00197185,0,0.988738438,5.481948051,0,0,0
WBGene00197204,0.698391461,0.872810349,8.315894119,0.41702479,0.484324856,0.659578646
WBGene00197205,1.652530378,2.916423336,2.439874818,0.410324762,0.43546309,5.536786009
WBGene00197207,0,4.910986779,0,0,0,0
WBGene00197209,1.708210663,5.482156594,2.833167636,0,0,2.818416378
WBGene00197215,0.44917626,0.214897241,0.508190208,7.919849844,0.037426155,0.627216456
WBGene00197218,0,3.253713065,1.763010535,0,0,0
WBGene00197226,2.531753843,1.621683167,2.971717455,0,0,0
WBGene00197231,0,0,0,0,0,0
WBGene00197234,0.239382714,0.35832279,1.509266227,0,0.545773355,0
WBGene00197235,0,4.757744185,0,0,0,0
WBGene00197250,0.107498473,0.169835789,1.960329302,12.21068755,4.009931747,0.376659923
WBGene00197255,0.309883272,0.771696658,5.694496173,1.101288382,0,0.26813394
WBGene00197257,0.50207189,1.053797366,1.952722341,0,0,0
WBGene00197258,0.037689329,0,7.587646556,0,1.601304634,0.456761742
WBGene00197259,0.479775923,1.35712808,0.130116532,0,0,0.255431119
WBGene00197262,2.952961842,0,0,0,0,0
WBGene00197265,0.171555901,0,1.42322045,0,0,0.303090876
WBGene00197269,0.759558253,9.113391905,0,0,0,0
WBGene00197275,0.210556716,2.275079209,0.764103249,0,0,1.296201511
WBGene00197276,1.70057714,0.232720614,0.474078313,0,0,0
WBGene00197279,0,2.357550174,0.196271194,0,1.167872202,3.383323241
WBGene00197280,1.561992208,0,1.59219722,0,0,0
WBGene00197285,0,0,0,0,0,0
WBGene00197289,0,0,0,0,0,0
WBGene00197293,0,11.75197624,0,2.766717897,0,0
WBGene00197300,0.210802609,6.64868115,0.229612492,0.823698881,0.925548423,1.692335418
WBGene00197301,1.535524377,4.461372089,0,0,0,3.688834713
WBGene00197303,0,2.710400571,6.311920062,1.39918569,0,0
WBGene00197308,0,4.990701221,0,0,0,0
WBGene00197310,0,0,0.978535625,0,0,0
WBGene00197314,0,0,0,0,0,0
WBGene00197329,0,0,0,0,0,0
WBGene00197334,1.80058439,2.417554773,2.02980258,0,0,0
WBGene00197335,2.412001187,1.252066021,2.625825569,0,0,0
WBGene00197339,0,0,1.598743911,18.36493758,0,0
WBGene00197351,0,1.958399399,5.366536915,0,0,0
WBGene00197371,0.98010639,0.352414513,0.169305294,0,0.533130583,0
WBGene00197376,0.937624569,3.337768666,0.438471347,1.94675951,0,3.156897754
WBGene00197382,2.304883607,0.562022661,1.750729189,0,0.856035339,0
WBGene00197383,0,0,9.206456661,0,0,0
WBGene00197397,0,2.857128492,1.371913973,0,1.03545706,3.617677655
WBGene00197404,0.375740198,0,0.342851193,0,0,0
WBGene00197406,2.003730414,3.17606556,0.340201385,0,1.412973705,1.126248349
WBGene00197411,0,0,0,0,0,0
WBGene00197413,1.57628595,0.928124235,1.906782903,0,0.232681888,1.8278341
WBGene00197418,1.932433462,1.699429183,0.509043063,0,0,0
WBGene00197421,0,1.344244174,0.561604185,0,0,0
WBGene00197423,1.210227128,3.252391988,1.406764466,0,0.453928435,1.942872577
WBGene00197442,0,6.189074389,4.216777233,0,0,0
WBGene00197444,5.447043888,0,0,0,0,0
WBGene00197451,0,1.762480619,0.938136914,0,0,1.138448566
WBGene00197452,1.673492303,2.436778567,1.19520208,0,0,0
WBGene00197455,0,0,0,0,0,0
WBGene00197457,0,1.332350238,2.371780695,0,0,0
WBGene00197458,0,0.777194502,0,0,0,0
WBGene00197461,1.189535758,0.41002458,2.865301768,0.098493293,3.315601527,0
WBGene00197463,8.408746237,0,0.605335443,0,1.267056806,0
WBGene00197467,0,6.560807217,0,0,0,0
WBGene00197471,0,0.306625395,1.7527452,0,0,0.365837888
WBGene00197472,0.973518115,2.283385845,1.733011357,0,0.699616802,1.603248744
WBGene00197477,0,0,0,0,0,0
WBGene00197482,3.435824021,0,1.430299439,0,4.251642886,0
WBGene00197484,0.161591993,0,1.414185857,0,0.605641419,0.182783746
WBGene00197487,0.67348442,2.169946012,0.917772282,4.975136239,2.860774068,0
WBGene00197495,0,6.329688403,0,0,0,0
WBGene00197505,1.586457133,1.22942426,1.638451487,1.369106437,5.218945817,6.580860064
WBGene00197516,0.877630373,0.896088336,1.432548904,0,0.425626925,0.827084361
WBGene00197521,7.949160682,0.682259042,0,0,3.997128182,5.33061382
WBGene00197542,0,0,0,0,0,0
WBGene00197548,2.611319396,2.55305582,0.729711969,0,1.480793339,2.528422858
WBGene00197553,1.145367345,0,3.281789637,3.289365013,0,0
WBGene00197577,4.074805444,0,0,0,0,8.187406829
WBGene00197578,0.170989633,5.90327054,10.01867338,0,0,1.617603313
WBGene00197583,0.529621655,4.018148122,3.824152403,5.27044114,0,0
WBGene00197587,0,0,0,0,0,0
WBGene00197590,0.630085287,6.467272898,0.299226724,0,0,3.285476538
WBGene00197591,4.473933274,0.681596365,2.006229619,0,0.93331473,3.925211841
WBGene00197597,1.06047924,0,0,0,3.422158766,3.036099414
WBGene00197599,0,0,0,0,0,0
WBGene00197601,0,2.460283019,0.291119007,0,0.867717581,9.109617099
WBGene00197604,0.537089762,0,3.156583254,2.534498848,0.316908955,0
WBGene00197608,0,0,0,36.75289685,0,0
WBGene00197632,0,8.346049365,0,0,0,0
WBGene00197633,0.432227555,0.240491341,1.543723826,0,0,0.286932711
WBGene00197640,0.184267367,2.435047329,15.43268272,0.939299376,0,0
WBGene00197642,0.364488795,1.01832574,1.438210356,0.662277805,0.678333938,1.166971536
WBGene00197647,0,0,1.689754087,0,0,0
WBGene00197650,0,0,0,0,0,0
WBGene00197652,1.281162469,1.136630566,1.840867563,0,1.892449829,1.718413104
WBGene00197660,2.692447231,7.753960632,0,0,0,0.743576313
WBGene00197662,0,0,0,0,0,0
WBGene00197663,0.575367688,0.798608834,1.062196579,1.01244539,0.315169032,0.461667292
WBGene00197666,0.671256968,0.875675686,0.969344739,1.806503506,1.391480996,1.222318113
WBGene00197670,1.163788253,3.931102742,1.459289666,6.746861632,0,0
WBGene00197672,0.458601627,0.776158336,0.433139513,0.43087355,0,0.747920167
WBGene00197683,0,1.606284789,1.778795284,0,0,0
WBGene00197691,0.115306668,1.655918416,0.183011415,0,0,1.120126802
WBGene00197701,1.955902819,0.702045927,1.341370204,0.139370352,0.428030065,0.814899141
WBGene00197702,0,0,0,0,0,0
WBGene00197705,0,3.762196736,1.668368457,0,0,0
WBGene00197710,0.430122968,0.448769845,2.234685123,0.88876824,1.61503836,0.760925355
WBGene00197717,0,0,0,0,0,0
WBGene00197726,2.660227678,0,0,0,0,0
WBGene00197732,0,0,1.740722221,0,0,0
WBGene00197742,1.461568572,3.60100926,0,0,0,0
WBGene00197745,0,0,0,0,0,0
WBGene00197752,0,0,0,0,0,0
WBGene00197759,0,0,4.210369947,0,0,0
WBGene00197761,1.351128357,0,0,0,0,0
WBGene00197793,6.624706034,12.16004417,0,0,0,0
WBGene00197818,0.440115397,0,0,0,0,0
WBGene00197833,0,2.409812006,0,0,0,2.935844767
WBGene00197846,0,4.068268715,0,0,0,0
WBGene00197847,0,0,0.530055206,0.74543672,0,0
WBGene00197863,0,4.257556866,1.554914973,0,0,2.438071722
WBGene00197873,0.352908191,0,1.980859211,0,0,0
WBGene00197875,0.763597303,0.823167349,1.842715611,0,2.687694375,0.202318448
WBGene00197882,0.559728654,3.277435018,1.782311708,1.27419728,0.40356134,0
WBGene00197883,0,2.122502695,5.430502914,0,0,0
WBGene00197885,0,3.056264957,0,0,0,0
WBGene00197889,0,1.721941502,1.979650272,0,0,0
WBGene00197901,0.211833865,0,4.598621008,0.608362844,0.683586215,0
WBGene00197903,0.314094725,0.924103518,1.179172473,0.786028453,0.303361729,1.553528243
WBGene00197906,0.041881763,0.190938228,4.240464504,0.73395296,0.0621528,0
WBGene00197923,2.825373985,1.412960683,2.242113446,1.955557395,3.225091171,1.217637022
WBGene00197966,0,19.62991213,0,0,0,0
WBGene00197970,0,0,3.922371838,0,0,0
WBGene00197976,1.162344492,0,1.956572083,5.925029873,0,0
WBGene00197978,0,3.491580399,0,0,0,0
WBGene00197991,0,2.143666818,3.445287383,0,2.024306043,0
WBGene00197994,0,0,0,0,0,0
WBGene00197995,0,0,0,0,0,0
WBGene00198007,3.128061186,0,0,0,0,0
WBGene00198014,0.963919087,2.721950481,0.997936547,0,0,0
WBGene00198016,0.078854498,2.975044216,1.820910489,1.745936189,0,0
WBGene00198017,0.57002304,0.945915738,1.901476089,0,0,0
WBGene00198019,0,0,2.085342405,0,0,0
WBGene00198036,0,0,0,0,0,0
WBGene00198047,2.211057423,0,4.359955658,0,0,0
WBGene00198050,0,0,5.20431781,1.665509363,0,0
WBGene00198056,0,2.536166385,5.899461767,0,0,0
WBGene00198058,0,0,2.204121441,0,0,0
WBGene00198061,0.37168114,0.5335074,0.287709241,0.364857385,0.09283554,0.544459389
WBGene00198075,0,0.170062438,7.891205752,0,0,0
WBGene00198081,0,0,4.069010312,0,0,1.279135565
WBGene00198088,2.472511795,0.85287655,3.092414585,0,0,0
WBGene00198112,0.118600823,0,2.499776043,0,0.270400319,0.807112694
WBGene00198119,0.262644042,0,0.373844477,1.370707694,0,0
WBGene00198122,3.095200966,0,0,0,0,0
WBGene00198124,2.41489735,1.361457444,1.960005958,0,0,2.033704314
WBGene00198128,0.953757141,1.242494649,1.033688998,2.681145372,0,1.58112352
WBGene00198131,0,0.767633497,0.34728697,0,0,0
WBGene00198134,0,0,0.773832282,0,0,0
WBGene00198136,0.448770823,0.284568547,2.201314348,0,0.43343573,0.425079897
WBGene00198143,0,0,0,0,0,0
WBGene00198152,1.210251622,0,0.85646447,0,0,0
WBGene00198166,0,1.195192402,0.139808866,0,0,0.408546401
WBGene00198171,0,4.536441527,2.726658345,0,0,0
WBGene00198174,0.382500865,0,0.20793201,0,0,0
WBGene00198178,0,0,3.767675237,0,0,0
WBGene00198179,1.991789879,0,1.472155831,0,0,0
WBGene00198199,0,0,2.153515618,0,0,0
WBGene00198209,12.38730251,0,0,0,0,0
WBGene00198225,0.651698413,0.8147098,0.561856204,0.655847559,1.0043429,0
WBGene00198226,0,0,3.442261473,0,0,0
WBGene00198234,0,6.709067806,2.809809243,0,0,0
WBGene00198236,11.14926179,1.601527552,0.178541858,3.892972808,0.11120974,0.16672947
WBGene00198246,1.138963668,0,4.382193174,0,0,0
WBGene00198257,0.896983636,2.895181027,3.95262213,0,0,0
WBGene00198262,1.648236385,1.671748901,0.946342456,0.482247313,0,0.275957813
WBGene00198263,0,0,0,0,0,0
WBGene00198268,1.440333371,4.17838998,3.402869625,0,0,1.376792456
WBGene00198276,0.778543943,0.851355717,1.766623963,0,0,0
WBGene00198277,0.404916163,1.26330364,0.986983831,0,0.272667825,0.316531358
WBGene00198278,3.601204131,0,10.23136123,0,0,0
WBGene00198287,0.760284383,0.634338391,1.545262145,0,0.308886773,1.503319392
WBGene00198289,0,0,1.114048653,0,0,0.411609051
WBGene00198290,0,1.531679548,0,0,0,0
WBGene00198296,1.283589926,0.986975031,1.629056809,0,0,1.163747124
WBGene00198297,0.2746073,0,0.54520091,0.564822649,0.63466247,0.487242562
WBGene00198300,1.595747445,0.132331134,1.543958028,0,0,0.951587477
WBGene00198303,4.58614742,0,1.821827099,0,0,0
WBGene00198307,3.349307547,0.713935621,0.685019532,2.128531459,0,0.332195696
WBGene00198309,0,0,0,0,0,0
WBGene00198310,0,0,0,0,0,0
WBGene00198312,1.213456187,0,0,0,0,0
WBGene00198313,0.664563746,0.412556533,4.086109549,1.71623193,0.927456299,1.603227142
WBGene00198315,1.288925935,0.991227758,1.987758805,1.492153382,0.545877862,0.835581339
WBGene00198317,0.789998282,1.604386725,1.528701948,0.609160335,0,0.265862952
WBGene00198320,0.907852511,1.795322223,1.118528555,0,0.571860636,0
WBGene00198325,1.704431719,0,0,0,0,0
WBGene00198352,7.723358072,1.752861344,0,0,0,0
WBGene00198354,0,15.6629644,0,0,0,0
WBGene00198358,1.202042915,0.151237234,1.194823092,0,1.842519739,1.33730799
WBGene00198367,1.399138243,0,10.6357981,0,0,0
WBGene00198371,0.234789897,0.472762305,1.157775822,0,0,0.933824517
WBGene00198384,1.670331753,0,0.630639836,0,0,1.48889259
WBGene00198393,0.129210529,1.82904792,0.836455478,0,0.485460693,0.501048113
WBGene00198394,0.58019794,0,4.367981016,0,0,0
WBGene00198402,7.719022472,4.130891064,0.663631487,2.948530656,0,0
WBGene00198409,7.481825038,0,3.624392883,0,0,0
WBGene00198412,0,3.9573865,0.839667306,0,0,0
WBGene00198414,0,0,0,0,0,0
WBGene00198416,0.250108105,1.456568526,4.816280582,0.338883643,0,0.423461464
WBGene00198419,0,0.541846648,0.992249727,0,1.58934393,0
WBGene00198426,1.222392671,0,3.229242904,0,2.205703078,2.68429443
WBGene00198429,0.022170873,0,3.832296645,0,0,0
WBGene00198430,0.168984751,0.114724096,0.360236654,0.113182593,2.782501403,0.295957806
WBGene00198441,0,0,0,13.03559718,0,0
WBGene00198454,0.89757851,0.836077921,0.381590999,1.330056907,0,0
WBGene00198455,1.200620615,4.473079637,0,1.167724962,0,4.943488072
WBGene00198456,0,3.445926108,0,0,0,7.524574363
WBGene00198472,0.443830392,0,12.65455994,1.8926869,0,0
WBGene00198476,0.371227852,0.872567185,1.32123914,0,0.809122983,1.4461994
WBGene00198491,0,8.437240882,0,0,0,0
WBGene00198492,0,0,0,0,0,0
WBGene00198497,0.995553219,2.818366374,2.086986609,0,1.684857337,0.948989416
WBGene00198508,0,0,0,0,20.32290279,0
WBGene00198513,0,11.57027345,0,0,0,0
WBGene00198517,0,16.93014637,0,0,0,0
WBGene00198523,0.711148548,0,0.199046675,1.403962616,0,0
WBGene00198525,0,0,0.969148851,0,1.971013257,5.804580426
WBGene00198529,0.701979935,0.523465411,1.925903683,0,1.535428189,0
WBGene00198530,1.217882767,1.837395342,0.861864968,0,0.943364971,1.317001826
WBGene00198536,0,0,0.887670639,0,0,0
WBGene00198543,0,0,0,0,0,0
WBGene00198549,0,0,0,0,0,0
WBGene00198553,0,0.087299436,9.20496875,0.607832506,0.156050616,0.352449756
WBGene00198564,0.392797942,1.530529477,2.159442655,1.751896868,0,0.726031976
WBGene00198568,1.563719298,4.250734356,0,3.835535039,1.510284906,0
WBGene00198571,1.367423846,0.610495726,0.671756555,0,5.812922239,0.556056609
WBGene00198583,0,6.887384507,0,18.17720145,0,0
WBGene00198586,1.414799394,3.845918745,0,0,0,2.871057676
WBGene00198598,0,0,0,0,0,0
WBGene00198599,0,0,0,0,0,0
WBGene00198613,1.964209341,0,1.572468908,0,0,0
WBGene00198623,0,0,0,0,0,0
WBGene00198624,1.135928974,1.249705352,0,0,0,0
WBGene00198631,1.582234762,2.867071564,1.638899377,0,1.064929058,1.601154017
WBGene00198633,0,2.906733219,2.636590861,0,1.305158461,0
WBGene00198634,1.940572702,0,1.031639116,0,0,0
WBGene00198642,0,0.462090096,1.606422666,0,0,0.690256444
WBGene00198657,1.163895853,0.480469355,2.218542295,0,1.710176961,3.227931425
WBGene00198665,0,0,0,0,0,0
WBGene00198675,0,1.929415609,1.513005467,0,0,0
WBGene00198692,0.632596189,3.185882395,1.839971837,0,0.910456867,0
WBGene00198694,0.585704381,0,0,0,1.448558029,1.681584209
WBGene00198697,1.335133648,0.822547863,2.684120053,0,0,2.399169477
WBGene00198698,0.200079345,0,2.198696226,0.177818367,0,0.190620174
WBGene00198699,0,0.44016671,0.681969303,0,0,0
WBGene00198709,0.46565279,1.924938781,0,0,2.078070374,0.991578804
WBGene00198711,1.021206335,0.955667508,0.811875208,0,0,1.127596373
WBGene00198717,0,0,0.891244868,0,0,0
WBGene00198718,0,0,1.52238743,0,0,0
WBGene00198722,3.072183331,1.085546479,0.711234759,0,0,0
WBGene00198731,0,0,2.640998632,0,0,0
WBGene00198734,0.535319926,2.391050173,12.3129326,0,0,0
WBGene00198737,0.202705026,0.569419694,1.110178903,1.861569556,0.253908802,0.249013895
WBGene00198745,0,0,0,0,0,0
WBGene00198746,0,0,0,0,12.56107468,0
WBGene00198764,1.623074818,2.943039496,0,0,0,0
WBGene00198771,0,0,5.702075946,0,0,1.224935862
WBGene00198774,0,4.680829047,0,0,0,0
WBGene00198777,0,0,0,0,0,0
WBGene00198786,1.332421902,2.999646649,1.120016183,0,2.029673322,4.205884909
WBGene00198789,0,0,1.75475876,0,0,0
WBGene00198794,0.303202882,1.362791764,4.35856469,0,1.450959956,1.249797245
WBGene00198798,1.10738274,0.944429526,1.794442999,0,0,2.311775619
WBGene00198804,1.571724056,0.941637362,1.228504067,0,0.609742597,0.966807017
WBGene00198807,0,0,0,0,0,0
WBGene00198810,0,22.13467288,0.885055627,0,0,0
WBGene00198822,0,0,0,0,3.773762189,0
WBGene00198841,2.184984551,31.84343406,2.637439868,0,0,0.456534328
WBGene00198845,0,0.426618985,3.910354361,0,0,0
WBGene00198849,0,0,0,0,0,8.013834353
WBGene00198852,1.179641118,0,6.233379809,0,0,0
WBGene00198855,1.15165955,1.236905273,1.703421385,0,0,0.955391898
WBGene00198856,0.458976461,0.217262414,2.603593541,0,0,0.384153905
WBGene00198858,0,4.077972622,0,0,0,0
WBGene00198865,0,0,5.45808637,0,0,0
WBGene00198873,0.766912219,0.691786638,3.691280059,0,1.289008738,0.330366822
WBGene00198874,0,0,0,0,0,0
WBGene00198887,3.213005833,0,2.388780801,0,0,0
WBGene00198896,0,0,7.04245457,0,0,0
WBGene00198906,1.133590496,0.236475874,0.555985823,1.81388594,0.226804886,0.585733323
WBGene00198908,0,0,0,0,0,0
WBGene00198916,2.277470734,3.442976037,0.281353338,0,0,0
WBGene00198929,1.406688402,0,0.908543587,0,0,0
WBGene00198933,1.847045316,0.89135746,1.864984248,0,0,2.551182878
WBGene00198944,5.127227115,0,0,0,0,0
WBGene00198961,0,8.539142032,0,0,3.805915675,5.599031652
WBGene00198975,0,0,0.374461985,0,0,1.953373682
WBGene00198990,3.312441279,4.719828414,1.038626014,0,3.42462491,1.744034875
WBGene00199005,1.819109968,0,0,0,0,0
WBGene00199012,0,0,0,0,0,0
WBGene00199016,0.792106381,1.885906998,1.582530637,1.763872402,0.705820344,0.883788468
WBGene00199018,2.429242749,0,0,0,0,5.252018277
WBGene00199025,0,0,0,0,0,0
WBGene00199031,0,4.745955558,2.006283847,0,0,2.143527002
WBGene00199033,0,21.53333153,0,0,0,0
WBGene00199034,0,0,0,0,0,0
WBGene00199051,1.247170178,0.338970963,1.267791316,1.402592046,0.427815658,1.049039677
WBGene00199052,1.35451483,0,2.598211837,0,3.415903756,1.011774195
WBGene00199060,0,0,0.114275536,0,0,0
WBGene00199063,0,0,7.004592736,0,0,17.19377204
WBGene00199077,0,2.986102537,0.817160178,3.431811067,0,0
WBGene00199093,0.365182467,0.345068118,0.935508305,0.900773687,1.012153456,0
WBGene00199095,0.181343716,0.328384289,0.690127777,2.243051344,0,0
WBGene00199110,1.071532839,0.663893351,0.59264342,0.364685357,0.090536373,1.396148062
WBGene00199112,0.825827267,0.304048317,0.484631552,0,3.398989607,0.199154069
WBGene00199114,0.450500849,0.624595247,1.079818659,0.887718835,3.091210589,0
WBGene00199132,2.073450069,0,0.802206278,0,1.59354467,2.115828765
WBGene00199134,0,0,0,0,0,0
WBGene00199136,0.638384583,0,1.562224712,0,0,2.489510011
WBGene00199149,0,3.769621635,0,0,0,8.24271589
WBGene00199155,0,0,8.891457985,0,0,0
WBGene00199166,1.151459493,0,0.635811888,0,1.540150772,1.029730643
WBGene00199170,0.558578116,0,1.932928261,7.859479581,0,0
WBGene00199174,0,0,2.798423419,0,5.691312826,0
WBGene00199177,0,0,0,0,0,3.799587338
WBGene00199179,0.785041237,0,0.686046052,0,0,0
WBGene00199184,1.897511503,3.772292863,0,0,0,0
WBGene00199194,0,0,0,0,0,0
WBGene00199206,0.654836906,0,0.384779655,8.775766541,0,0
WBGene00199209,0,0,0.088668174,0,0,0
WBGene00199211,1.32864758,0,0,0,0,5.221195012
WBGene00199239,0.011074475,4.166650416,0.095182334,0.04699157,1.988138791,4.310691913
WBGene00199241,0.088129268,0,0,0,0,0
WBGene00199248,0,0,0,9.301926384,3.40294539,0
WBGene00199254,0.449367488,1.000144988,0.7372608,0,0.830307238,0.278109337
WBGene00199262,1.099507259,0,18.33037602,0,0,0
WBGene00199288,0.154712504,0,0,0,0,0
WBGene00199289,1.113759188,2.349117922,1.498111778,0,0,0
WBGene00199295,0,0,0,0,0,0
WBGene00199304,1.219194018,1.198482407,0.915117814,0,0,0
WBGene00199327,0,0,3.50394646,0,0,0
WBGene00199338,0.917601314,0.593362663,1.901553146,0,0.814773037,0
WBGene00199350,0,0.831118064,20.81102283,0,0,0
WBGene00199360,1.775751178,0.795627661,2.386503303,0.67875291,0.235986288,0.544217479
WBGene00199363,0.551626954,0,1.750523422,0,0,0
WBGene00199366,4.403783415,1.87996199,0.76987394,0,0,0
WBGene00199368,4.491843085,0,0,0,0,0
WBGene00199384,1.681973219,0,0.848860813,0,3.160755711,2.35301825
WBGene00199396,0,0,0.739592768,0,0,0
WBGene00199401,1.469581237,1.233348296,0.249432474,0,0,0
WBGene00199404,0.729585732,0,0.396447431,0,0,0
WBGene00199408,2.32507827,3.513918187,0,0,0,0
WBGene00199429,0,2.238753553,0.889367387,0,0,0
WBGene00199437,0,0,0.104874822,0,0,0
WBGene00199441,0,0,0,0,0,0
WBGene00199451,1.633938493,0,1.632238342,0,0.529115028,2.239577854
WBGene00199458,0.25113353,3.152913954,0.952852708,0.904991373,0,2.327299062
WBGene00199460,0,2.083042925,0,0,0,4.429378065
WBGene00199463,2.981641169,3.815325908,1.761251913,0,1.433228736,0
WBGene00199464,0,0,1.62199475,10.23564354,0,0
WBGene00199472,0,5.667004075,1.625599333,0,0,0
WBGene00199473,0,1.836824306,0,0,0,0
WBGene00199475,1.369865619,1.873598759,0.315460827,2.718450418,0,4.696549061
WBGene00199477,0,4.625567558,0.307860445,0,0,1.261748335
WBGene00199478,0,0,1.892956894,0,0,0
WBGene00199480,0,0,0,4.077794738,0,0
WBGene00199485,1.831970892,1.758137666,1.704901467,0.289508979,0.334796836,0.953245048
WBGene00199499,0,0,3.581246326,0,0,0
WBGene00199511,0,0,0,0,0,0
WBGene00199513,0.350863036,3.712541913,0.277745471,0.081743678,0.140476748,0.204714995
WBGene00199530,0,0,0,0,0,0
WBGene00199534,4.37242352,0,1.052468693,0,3.001404652,4.190166124
WBGene00199538,0,0,0,0,0,5.630374649
WBGene00199541,0,0,5.12679627,4.879854058,0,0
WBGene00199542,3.122818604,0.918252211,0,0,0.852338975,0.835907413
WBGene00199558,8.172485082,1.862094458,0.507289495,1.011387153,0.31180562,0.291370608
WBGene00199562,0,2.341901917,1.149916577,0,0,4.979725438
WBGene00199579,0.461593211,3.635046702,1.672903603,0,0,2.75873049
WBGene00199593,1.517511762,1.145156279,1.052605582,0,0,0
WBGene00199598,0,3.150203652,0,0,3.806125461,0
WBGene00199618,0,13.39690664,0,0,0,0
WBGene00199626,0,0,7.356248613,0,0,0
WBGene00199632,1.133359118,1.394483483,0,0,10.63821455,0
WBGene00199641,0,0,0,0,0,0
WBGene00199651,1.558177957,0.075707453,0.210396679,0,0,0
