Gene,ADL,AFD,AIN,AIY,ASEL,ASER
WBGene00006128,0,0,0,0,0,0
WBGene00006130,0,0,0,0,0,0
WBGene00006131,0,9.137788859,0,0,0,0
WBGene00006132,0,0,0.061620261,0,0,0
WBGene00006133,0,0,0,0,0,0
WBGene00006135,0,2.994285709,0,0,1.112011472,0
WBGene00006136,0,0,0,0,0,0
WBGene00006137,0.20295016,0,0,0,0,0
WBGene00006138,0.021033479,0,0.013561953,0,0.018202182,0.013550579
WBGene00006139,0.738200551,0.691439181,0.953322146,0,10.12307191,2.930625239
WBGene00006140,0,0,0,0,0.12854831,0
WBGene00006141,14.82894321,0,0,0,5.806719625,0
WBGene00006142,0.42615091,0,0.12038809,0,0,0
WBGene00006143,27.23950775,0,0.025271626,0,0.157975332,0
WBGene00006146,5.819194605,8.379475067,0.893176412,3.729439783,0,0
WBGene00006147,11.76190161,0,0.401118596,0,0,0
WBGene00006148,0.176393921,0,0.644324659,0,0.295581917,2.813090334
WBGene00006149,24.63293155,0,0.022353805,0,0.029231116,0.028667592
WBGene00006150,0.32763167,0.00437509,0.018705542,0,0,0.095837109
WBGene00006151,0.132328144,0.134295646,0.011070928,0.076343534,0.079521854,0.06574754
WBGene00006152,0.065749819,0.392219231,0,0.131508487,0.728180596,0.397453393
WBGene00006153,0.00958356,0,0.101054403,0,0.127105994,0.020180176
WBGene00006154,0.095590107,0,0.02446222,0,0,1.761960927
WBGene00006155,2.117427028,0,1.163906973,0,0.700539856,0
WBGene00006156,11.45020399,0,0,0,0,0.910383973
WBGene00006157,0.520055269,0.012312228,0.016943703,0,0.073108429,0
WBGene00006158,0.759945279,0,0,0,0,0
WBGene00006160,31.25344164,0.770337289,0,0,0,0
WBGene00006161,31.56352226,0,0,0,0,0
WBGene00006162,33.09255452,0.004614332,0.028143833,0,0.066931745,0.112959697
WBGene00006163,0.05309172,0.116650545,0.052386804,0,0.53740376,0.032110395
WBGene00006164,0,0.948559096,0.341858753,0,0,1.480179115
WBGene00006165,1.679104533,0,17.05920039,0.764838876,0,0
WBGene00006166,0,9.198101489,0.477416046,0,0,0.980037832
WBGene00006167,0.008152425,0.323154233,0.004166783,0,0,0.028442964
WBGene00006168,1.794996458,0,0,0,2.16418648,0
WBGene00006169,0.631355677,0.440556426,1.180659315,1.172902339,0.227889111,0.905495423
WBGene00006172,0,0,0,0,0,23.10173797
WBGene00006174,0,0.84818689,0.170844136,0,0,0
WBGene00006175,0.838897722,13.74134672,0.670676688,0,0,0
WBGene00006176,0,5.315503022,0,0,0,0
WBGene00006177,0,0,0,0,0,0
WBGene00006178,0.030161988,0.227539884,0.024539041,0,0,0
WBGene00006179,0.088177522,0.156547578,0.093970998,0,0,0.294746733
WBGene00006180,27.2583151,0,0.109288862,0,0,0.007888714
WBGene00006181,0,0,0.732610187,0,0,0.825359832
WBGene00006182,0.294287517,0.7343821,0.437818128,0,6.909215347,0.591304718
WBGene00006183,0.043686801,0.036297179,0.124995269,0.094750985,0.165991345,0.054219635
WBGene00006186,0.40033802,0,0.548811195,0,0,0.657910755
WBGene00006187,0,0,0.16186676,0.791126781,0,0.828246367
WBGene00006188,0.168979715,0.141155635,0.995920407,0,0.214102499,0
WBGene00006189,0.118149325,0.125373956,0.114735884,0.071075906,0,0.081297499
WBGene00006190,0.646566115,0,1.005666813,0,0,0
WBGene00006191,0.150664163,0.116109405,0.222865701,0,2.28022598,1.095051304
WBGene00006192,0.020485369,0.004907534,0,0,0.414914444,0.034505279
WBGene00006193,0.183560096,0.075292287,0.055315161,0.104045967,0.039088921,0
WBGene00006194,0,0,0,0,0,0
WBGene00006195,0.023204905,0.01797609,0.008093089,0,0,0
WBGene00006197,0,7.475513302,0,0,0,0
WBGene00006198,0.775925168,0.409490578,0.576527448,0,0,0
WBGene00006199,0.149138515,0,0.253904044,0,0.11663615,0.253149861
WBGene00006201,28.90582409,0,0.011822288,0,0,0.214053415
WBGene00006202,33.28932362,0.005024273,0.012315643,0,0.011854987,0.01655037
WBGene00006203,25.85761569,0,0,0,0,0.569299781
WBGene00006204,2.431332355,0,0,0,0,0
WBGene00006205,11.64197822,0,0.035182655,0.038779146,0.02262691,0
WBGene00006206,0,6.354692735,2.339556526,0,0,0
WBGene00006207,0.073318533,0.08775306,0.001571079,0,0.09046031,0.237796725
WBGene00006208,0.037341998,0.091567445,0.025729448,0.008624788,0.014723642,0.140908529
WBGene00006209,0.014629514,0.016608271,0.041329935,0,0.057472255,0.4211127
WBGene00006210,0.718390431,1.768860459,2.653531644,2.192329418,0,0
WBGene00006211,1.194946517,0.257127315,0.425392465,0,0.112446177,0.543029908
WBGene00006212,0.008411663,0.06980183,0.002425625,0.011599018,0.00584203,0.028275713
WBGene00006213,0.114465457,0,0.037281504,0,0,0.060321732
WBGene00006214,22.4769977,0,0.060447154,0,0,0
WBGene00006215,0.587996369,0,0.225915321,0,0.041219396,0.604817498
WBGene00006216,0,0,0.009239929,0,0,0.089278412
WBGene00006217,0.054573566,0,0.06984868,0,0.054075466,0.044926279
WBGene00006218,0.008527529,0,0,0,0,0.015469054
WBGene00006219,0.237576943,0,0.011391024,0,0,0.063099758
WBGene00006220,1.038929856,0.59289933,0.894566008,1.116989732,0.661370245,0.643347278
WBGene00006221,0.066190271,0.080519902,0.150346269,0,0.743039082,0
WBGene00006222,9.097201835,0,0.353092641,0,0.914405464,0
WBGene00006223,1.023772631,0,0,0,0,3.807989142
WBGene00006224,0.433339963,0.45228729,1.212063358,0.717301796,0,0
WBGene00006225,17.97354317,0.460175012,1.418057562,0,0,0
WBGene00006226,0.069931466,31.73195127,0.047092709,0,0.012745212,0.064947746
WBGene00006227,0.03591765,0,0.102228705,0,0.045453611,0.148483175
WBGene00006228,0.532780465,0,0,1.431960694,0,0
WBGene00006229,8.643357497,0,0.005054868,0.043559808,0,0.043452109
WBGene00006230,0,6.435946608,0,0,0,2.992961728
WBGene00006231,0,0,0.532593812,0,0,0
WBGene00006232,0,3.08751973,0,0,0,0
WBGene00006233,3.542932242,0,2.503162871,0,0,0
WBGene00006234,0.018165654,0,0.009762529,0,0,0.023721666
WBGene00006235,17.32279438,0,0.0102871,0,0,0.030869606
WBGene00006236,7.698641908,9.578940156,0,0,0,7.154104602
WBGene00006237,0.138334637,0.155057915,0.014154937,0,0.192964881,0.052985767
WBGene00006238,4.786537856,0,0,0,8.020765582,0
WBGene00006239,0.662531788,1.454557479,1.000853504,0.899121019,0,0.445139321
WBGene00006241,0,36.23545071,0.33098841,0,0,0
WBGene00006242,2.333593048,0,2.830770749,0,0,0
WBGene00006244,2.243702259,0,0,0,2.69073613,2.954241776
WBGene00006245,0,0,0,0,0,0
WBGene00006246,0,0,0,0,0,0
WBGene00006247,6.575263902,0,2.035559399,0,0,0
WBGene00006249,30.21056647,0,0,0,0,0
WBGene00006250,0.105345171,0,0.172706212,0,0.13331382,0.377977452
WBGene00006251,0,0.028724452,0,0,0.01492519,0
WBGene00006252,21.08988276,0,0.566613232,0,0,1.69228794
WBGene00006253,7.507237533,0,0.073581602,0,0,0
WBGene00006255,0,0,1.460298722,0,0,0
WBGene00006256,0.165640885,0,0,0,0,0
WBGene00006257,0,1.660538184,3.680496226,0,0,0
WBGene00006258,0.01182975,0.002987866,0,0,0.013584341,0.034995329
WBGene00006259,0,0,0,0,0,0
WBGene00006260,27.31234857,0,0.248554258,0,0,0
WBGene00006261,32.37101099,0,0.029536992,0,0,0.12366409
WBGene00006262,0.315799172,0,0,0,0,0.33162303
WBGene00006263,0.231415414,0,0,0.427985665,0,0
WBGene00006264,0,0,0,0,0,0
WBGene00006265,0,0,0.036654515,0,0,0.122506936
WBGene00006266,0,0,2.943301415,0,3.475673348,3.40866889
WBGene00006267,0,0,0.011903009,0,0,0.1877428
WBGene00006268,0.038311359,0,0.058474462,0,0.00722731,0.018479772
WBGene00006269,3.539812767,0,0,0,0,0
WBGene00006270,0.018434357,0.011689348,0.013153754,0,0,0.025525029
WBGene00006271,0.008033485,44.15244564,0,0,0.011681303,0.140769205
WBGene00006272,0,1.504658379,0.467336795,1.837995231,0,0.965074076
WBGene00006273,0.174249805,1.899777946,0,0,0,0
WBGene00006274,0,0,1.535421746,0,0,0
WBGene00006275,2.1111964,0,0.936857987,0,0,0
WBGene00006276,0,0,0.223214473,0,0,0
WBGene00006277,0.861343484,0,2.162319508,0,1.239678818,0
WBGene00006278,0,0,0.720429762,12.07256375,0,0
WBGene00006279,0.197109322,0.022820809,0.15291441,0,0.037193897,0.008534307
WBGene00006280,0.380251854,0,0.127128911,0,0,0
WBGene00006281,0.319417139,0,3.020922076,20.97485933,0,0
WBGene00006282,0.053782356,0,0,0,0,0.617488609
WBGene00006285,1.549911449,0,0.36164609,0,0.735500303,2.038534667
WBGene00006286,0.011534871,0.005644859,0.001895673,0,0.002005617,0.166614355
WBGene00006287,0.042262724,0.022148529,0.003007784,0.004183926,0.07213166,0.075268574
WBGene00006288,1.279437531,0,0.590363108,0,0,0
WBGene00006289,0,0,0,0,0,1.106579373
WBGene00006306,0.04771773,0.015634102,2.14029917,3.122533433,0.56981801,0.491155514
WBGene00006307,0.966119028,0.574993618,1.081556365,1.640880959,0.453959331,0.688987434
WBGene00006308,0.229755318,0.121259214,0.197707489,1.131585085,1.249376733,0.373667731
WBGene00006309,0.043685092,0.03084499,1.486912562,0.037425421,0.419094097,11.56787985
WBGene00006310,0.241882787,1.76472074,0.3197889,0.091410379,0.039933872,0.10583225
WBGene00006311,17.45543216,0.286893058,0.28271572,0.683086292,0.250358724,0.357573477
WBGene00006315,0.357387939,1.202058335,1.218591422,3.24459478,2.227237324,1.789858361
WBGene00006318,0.129609306,0.009941552,0.257467095,0.576651872,0.643404199,0.464354896
WBGene00006319,0.209233191,7.700437234,0.517204473,0.123888196,0.22147407,8.713281154
WBGene00006321,0.093259647,0.088710943,0.411257056,0.057741527,0.207881313,0.028374712
WBGene00006324,0.754839921,0.08230399,3.376475,2.232558452,0.078934289,0.080125831
WBGene00006331,0.61143937,0.495159236,4.334324187,0.439078495,0.738358301,0.446949003
WBGene00006342,0.057517169,6.046921313,0.069693997,0.031675317,4.368745694,3.569502632
WBGene00006344,0.163746047,0.985550008,1.798480073,3.255138519,1.130261271,1.022225277
WBGene00006349,0.612324328,1.100254829,0.779074134,1.751268426,0.425588571,0.721633413
WBGene00006351,0.881880002,0.525658158,0.25900428,0.356940911,0.09879801,0.666091135
WBGene00006352,0.598399584,2.429440225,1.318158768,1.180301825,1.10534582,3.126165073
WBGene00006353,0.610779248,1.929581042,0.776265284,0.274192003,0.091933004,0.664284217
WBGene00006359,0.63556027,0.706347939,0.63416691,0.360600543,0.385259964,0.893569747
WBGene00006363,0.887946243,0.349303722,1.21663633,0.79578077,0.220648289,0.225831705
WBGene00006364,0.664942351,0.408815832,0.574669279,0.182207794,0.586940786,0.33486969
WBGene00006365,0.278084804,1.324120254,1.222961091,0.255411718,0.202012053,0.040582327
WBGene00006366,0.36850405,0.22453219,0.656332602,0.92250283,0.536427023,0.520278209
WBGene00006367,0.21472069,1.004051411,0.922489239,0.458360112,0,0
WBGene00006368,0.096654636,0.094843049,0.55405509,0.210757089,0.263985584,0.625318355
WBGene00006369,0.560810314,0.713600316,0.613251786,1.650115158,1.463227572,0.361164502
WBGene00006371,1.290428389,0.074747768,0.586589687,0.253359046,0.695448469,0.226728854
WBGene00006372,1.179408474,0.344045293,0.032797367,0.026525798,0.037352719,0.904018726
WBGene00006373,1.035678414,1.552871086,0.685988704,1.55593306,0.410200302,0.634061713
WBGene00006374,0.852193517,0.807789933,0.980838138,1.811750456,0.969299538,0.725262013
WBGene00006375,1.011083167,0.652199485,3.144993151,1.408601597,0.690569625,0.55121734
WBGene00006376,1.931235573,0.118574705,0.69687115,0.175103138,0.099712965,1.247009236
WBGene00006377,0.44441464,1.82353294,0.187962502,1.134573799,0.247831609,0.247798793
WBGene00006379,0.931568808,0.426895803,0.831540225,0.74841659,0.192662175,1.966906494
WBGene00006380,0.006381304,0.027473858,21.80447157,0.006259756,0.071377955,0.118121092
WBGene00006381,0.233197487,0.033396932,0.039414671,0.377462584,0.068372722,1.880030042
WBGene00006382,0.487851767,0.85832238,1.346972562,0.261621214,0.714229676,1.840592381
WBGene00006383,0.333656791,0.160053521,1.275853722,0.460761712,0.217531643,0.202612847
WBGene00006384,0.13171615,2.506981273,0.141029624,0.201828392,0.245606724,0.520845077
WBGene00006385,0.585031004,2.061888638,1.074603796,0.899479205,1.265972098,0.335036638
WBGene00006386,0.892661554,1.233187422,0.941907671,1.843586406,0.736279729,0.613924602
WBGene00006387,1.134963146,1.468557844,1.243874828,2.537903906,0.197912764,0.888239017
WBGene00006388,0.175918201,0.541857977,0.143065304,0.077260817,0.465442368,0.34041943
WBGene00006389,0.713771852,5.635575942,0.961589285,0.579385528,0.45474261,0.490170603
WBGene00006390,1.077640226,0.087214251,1.911495877,2.425174692,0.42129475,0.23889951
WBGene00006391,0.172720353,2.635372834,0.936861785,1.273634078,1.489273611,1.127575483
WBGene00006392,0.395392811,1.687887027,1.228479698,7.191877056,1.072818301,3.501849038
WBGene00006393,0.574165283,0.137980941,0.12525461,0.330940633,0.127926213,0.216665535
WBGene00006394,1.063436081,0.373831672,0.305687758,1.151668407,0.151363036,0.660000988
WBGene00006395,0.548034633,0.114211919,0.594089683,1.762555392,0.223591942,0.216449993
WBGene00006396,0.430704174,0.658732357,0.447247003,0.756825732,0.120142277,0.913104241
WBGene00006397,1.233528811,0.782201373,0.601823646,3.933098189,0.499548933,0.412667986
WBGene00006399,0.105598484,40.13184561,0.207379975,0.198833496,0,0
WBGene00006402,0.853064086,0.963098301,0.630984162,0.194448663,0.034938492,0.042110732
WBGene00006404,0.703020374,0.87786362,0.667561486,1.473458996,1.304650552,1.00259056
WBGene00006405,0.361844525,0.768669751,0.662619754,0.6809116,0.332094878,1.149528656
WBGene00006406,0.193339428,1.698888631,0.244464706,1.843478962,0.889135341,0.79778685
WBGene00006407,0.08017379,0.191783999,1.793654323,0.306648718,0.154952154,0.15812681
WBGene00006408,0.370306095,1.149202866,4.617202528,0.854145535,0.153716508,1.301905886
WBGene00006409,0.497204077,3.576707162,0.533917203,1.549558529,1.086438042,0.5994346
WBGene00006410,0.834041045,3.37863446,2.19597025,0.493265987,1.081952346,0.908180247
WBGene00006411,0.87530636,1.071492882,4.711995819,0.023031496,0.715282538,0.897926066
WBGene00006412,0.044407772,0.003859982,0.317166061,7.704563716,0.283558489,0.123202648
WBGene00006414,0.794496739,0.719528155,2.0855896,1.756250985,0.462318082,0.703430253
WBGene00006415,0.840121386,2.184035387,0.568306987,1.261390743,0.886363586,0.798746355
WBGene00006416,0.882444675,0.684418107,0.774716961,1.174936645,1.092047017,0.965254115
WBGene00006418,0.723722792,0.371758246,0.947542146,1.140385497,1.221327085,0.958402225
WBGene00006419,0.370470394,0.57619807,1.062389629,0,3.936700832,5.975803959
WBGene00006423,0.01594233,29.62844801,0.722189705,0.029702844,0.394993363,0.728283923
WBGene00006424,0.203291507,0.60098725,1.968545719,0.823447823,0.423573636,0.136933406
WBGene00006428,0.007309576,0.066056827,0.624841882,0.023100377,0.007760504,0.099255257
WBGene00006429,1.181603217,0.839871748,1.081318029,0,0,0.862765581
WBGene00006430,1.02810692,0.187003731,0.564701167,0.485674665,0.159174475,0.729916133
WBGene00006431,2.934726484,10.79446856,0.140385742,0.071377697,0.176773684,0.241676306
WBGene00006432,0.228515169,0.045622065,1.006507997,0.318327192,0.248213231,1.062671097
WBGene00006433,0.997597928,1.209509255,0.750724832,0.504605521,1.418305068,2.985795203
WBGene00006434,1.55008314,1.432011272,0.505659846,0.797402654,1.284723257,2.022184731
WBGene00006435,0.810797489,1.468223505,0,2.328518011,0,4.204129875
WBGene00006436,0.694825059,0.861114852,4.041278752,0.806779022,0.100335407,0.089897789
WBGene00006437,0.275217112,0.242294429,0.577642458,0.748316049,1.05443729,0.496865681
WBGene00006438,2.585843271,0.034363014,1.045534855,0.262336641,0.32176761,1.011390905
WBGene00006439,0.633675135,0.798576055,1.002373225,1.038245346,2.296747514,1.409411606
WBGene00006440,0.469098874,0.494527771,0.433051386,1.056663309,0.672090432,0.591180081
WBGene00006441,0.004892982,0.030258219,0.012719006,0.018972686,0.095414298,0.045239086
WBGene00006442,0.89234037,0.511310762,0.587432309,1.081273196,0.090766971,0.654315096
WBGene00006443,1.263359527,0.845402675,0.977457559,0.296690068,0.056253943,0.126697275
WBGene00006444,0.131570398,17.60302115,0.05032845,0.056893071,0.063054305,0.053794183
WBGene00006445,0.26813399,0.012976317,0.280942925,0.100711455,0.333509592,0.047438854
WBGene00006446,1.195360369,0.145711773,1.709813088,1.354434733,0,0.761349832
WBGene00006447,0.222295197,0.529350914,5.415105247,0.823334521,0.770386016,0.279213384
WBGene00006448,0.7591852,1.462716839,0.530421185,1.971496924,0.294812116,5.194071996
WBGene00006449,0.66818411,0.579778118,0.857893173,1.47634023,1.238624402,0.909614688
WBGene00006450,1.546603009,0.376220983,1.355715521,0.253726967,0.390364544,0.651235633
WBGene00006452,0.333842068,0.12724862,0.232780408,0.836510739,2.125210852,1.665230781
WBGene00006454,0.092792036,0.097105196,0.156056078,0.137083504,7.777146576,0.060937798
WBGene00006459,0.040997585,1.630684243,1.507094336,0.13332153,0.578955114,0.021525846
WBGene00006460,0.700876788,0.273249768,0.685227447,0.432554001,0.879543246,0.431272482
WBGene00006461,0.248655967,2.421449212,0.349765619,0.545041933,1.509863842,0.290148987
WBGene00006462,0.577407219,0.337575147,3.036877604,0.259689799,0.579570627,1.489392992
WBGene00006463,1.161150324,3.100122035,0.991568928,0.938779379,0.322914772,0.961613139
WBGene00006464,0.914317182,1.156858284,1.581417222,1.718911388,0.993538346,0.933574488
WBGene00006465,0.751493245,0.492052242,0.600788332,0.871051222,0.596863968,0.750857419
WBGene00006466,0.773492461,1.550595546,0.686149596,0.700391423,0.713988909,0.575965083
WBGene00006467,0.20462114,0.333725018,2.65493205,0.932191478,0.043052711,0.060793368
WBGene00006468,3.893806224,0.514140465,0.516313927,0.073263378,0.362674282,0.201382539
WBGene00006470,0.846298783,0.454842788,0.044298672,0.280668463,0.017041393,0.197322817
WBGene00006471,0,0,1.209775433,0,0,0
WBGene00006472,0.389484649,0.595490119,0.897295764,0.679970003,0.061187718,0.82066192
WBGene00006473,0.600177734,0.061145395,0.419169555,1.822142944,0.618737167,0.583575208
WBGene00006474,0.865757647,0.314100497,1.212437168,0.451989437,3.329439796,0.80822926
WBGene00006475,0.046041917,0.820872678,10.62360516,0.85494407,1.186396404,1.980725784
WBGene00006476,0.151083632,2.001463292,0.106931331,0.015507272,1.449812717,1.5951731
WBGene00006477,1.058760975,0.17085996,3.588230271,0.184743779,0.152306654,0.169004505
WBGene00006478,0.669641885,2.50710355,0.89100987,0.262760694,0.596528454,0.790045836
WBGene00006479,1.967338497,0.381958738,1.294776891,1.783250334,0.544886773,1.885375493
WBGene00006481,1.574124494,0.632942099,1.055514051,0.210727212,0.53525403,0.747598297
WBGene00006483,0.843145941,5.47804181,0.505389348,0.148185304,0.864884582,0.143882299
WBGene00006484,1.08358458,1.267446999,0.723314508,0,0,0
WBGene00006486,0.375753587,1.003965676,0.275797249,0.458032816,0.348090762,0.295473417
WBGene00006487,2.187799343,0.339015944,0.819199674,0.519382511,1.085684407,0.679192738
WBGene00006489,1.335457205,3.411539215,1.25138125,2.085517122,0.195497106,0.21157338
WBGene00006490,0.224077912,0.663501712,1.058662733,0.830310455,0.324112315,1.473663087
WBGene00006491,0.195224566,0.166567687,0.945078073,0.388719048,0.168544991,0.734182734
WBGene00006492,0.15098016,0.697682872,1.043368273,0.682914373,0.078810762,0.323377356
WBGene00006493,0.998884508,1.898505716,1.158916983,0.249657453,0.067357227,0.298564071
WBGene00006494,0.713710293,0.322571939,0.653975414,1.068566632,0.622638617,1.032839387
WBGene00006495,0.088964908,0.078421065,0.096303687,0.126098806,0.114243344,0.104284414
WBGene00006496,0.240958997,0.229788107,2.00234543,0.248464937,0.505206733,1.434115438
WBGene00006497,0.505702782,0.617300887,0.146670452,0.769316217,0.57453,0.973831423
WBGene00006498,0.169485691,0.439708762,0.044842697,4.131437977,0.036866711,0.037363179
WBGene00006499,0.159806637,0.165710162,1.168374629,0.841278811,0.216795316,0.184510517
WBGene00006503,1.185624404,0.180521564,0.188275077,3.237568206,0.746585893,2.06454875
WBGene00006504,0.5497361,0.461234609,0.511372164,1.148300628,0.551835312,0.634560667
WBGene00006505,0.083143812,0.053565441,0.066307478,0.098290035,0.103390145,0.11966223
WBGene00006508,0.036367515,0.292812204,0.047931021,1.143362553,0.02274846,1.481438025
WBGene00006509,0.188964088,0.199087913,0.515289453,0.512310464,0.317400518,0.165180781
WBGene00006510,0.592302421,0.820858049,0.113751085,0.743906069,1.147754984,1.250959872
WBGene00006512,0.649425566,0.03478155,0.500853654,1.237055081,0.539471223,0.315621364
WBGene00006513,0.427114354,0.365910731,1.433791486,2.231718595,1.034636742,1.602330107
WBGene00006514,1.259895165,0.52858732,0.608823316,0.276213027,0.06098948,0.661575668
WBGene00006515,0.51982436,0.379918084,2.25531353,2.331808465,0.181819794,0.729595226
WBGene00006516,0.790510575,0.078841344,1.54403269,0.441319035,0.095728674,0.108219413
WBGene00006517,0.99013593,0.936443135,1.015322778,1.925561637,0.410830219,1.388150696
WBGene00006518,0.337624336,0.378959278,1.196455846,2.08098664,0.692332394,0.395841059
WBGene00006519,0.707416646,0.889992946,1.144847842,0.35309406,1.526559657,1.776073137
WBGene00006520,0.511299868,13.02972063,0.721840261,1.354358039,0.482913297,0.810478855
WBGene00006522,0.739299207,0.168039427,2.073159761,5.08828958,1.23089928,0.660739716
WBGene00006523,1.199982181,1.878369928,1.615319969,0.071480251,1.140210577,0.686892515
WBGene00006524,1.222760897,0.071402046,0.217453723,0.146337546,1.308783193,0.365420478
WBGene00006525,0.038244459,1.403153126,0.005368584,0.004721825,0.769361161,0.869311313
WBGene00006526,0.020805986,7.039205615,0.012279152,0.015579527,0.989681902,1.096965049
WBGene00006527,0.891512156,1.729478399,0.806899493,0.696072554,0.922323855,1.782550267
WBGene00006528,0.318349034,0.54013599,0.593634845,0.515189317,0.745317348,0.473920984
WBGene00006529,0.682603289,0.583141663,0.483943548,0.700313068,1.443411227,3.021125769
WBGene00006530,0.247302643,0.168856774,0.318780493,1.03767917,0.375026706,2.085482981
WBGene00006531,2.833686929,0.05475694,0.014166775,0.006232509,1.423934103,10.96512442
WBGene00006532,0.014922596,0.001414201,0.015595687,0.001207329,0.049114364,0.128953185
WBGene00006533,0.650672612,0.683891452,0.658226786,0.900339248,1.091413115,0.798488858
WBGene00006534,0.47792114,0.097815603,1.283576822,0.76339485,0.335582892,3.81214556
WBGene00006535,0.108551748,1.862696606,0.750500541,13.19403486,1.729132317,0.357217167
WBGene00006536,1.031907156,0.916973673,0.809437286,0.725473483,0.723911808,3.020223625
WBGene00006537,0.500332405,0.568892767,0.502751285,0.381053021,0.854205172,1.122236628
WBGene00006538,2.710657141,0.019848001,0.009912849,0.001307393,3.207820206,3.25610562
WBGene00006539,6.806721898,0.722676431,0.218532362,0.045885799,0.112940042,0.466751101
WBGene00006540,0.404297183,0.545081145,0.939176665,2.438432858,0.408077086,0.578286734
WBGene00006541,0.01506,0.032250989,0.027598845,0.005154122,0.1277469,0.131446524
WBGene00006542,0.879935614,1.328954323,1.00073419,1.526655164,0.661087774,1.234570472
WBGene00006543,0.075508379,0.065088452,0.371302385,0.012543524,0.018875655,0.157340927
WBGene00006544,11.01716167,0,0.220173425,0.82674658,0.842770418,0.583970133
WBGene00006545,0.458474893,2.037294912,0.448703718,1.31668793,2.247758401,0.891851811
WBGene00006546,0.588893345,1.119427426,0.989430394,0.96954535,0.260124614,1.7981137
WBGene00006547,1.594307962,0.737175135,0.399641748,0,0.684259763,0
WBGene00006551,1.39763291,4.172425205,0,0,1.768697874,0
WBGene00006552,0.928039362,1.720190721,0.879662906,4.065146806,1.115929501,0
WBGene00006553,0.615439591,0.669872904,1.032324897,3.658890999,2.119073453,0.234380789
WBGene00006554,2.702196063,0,0,0,0,0
WBGene00006555,0.7380275,0,1.0917417,4.142482316,0,0.495177701
WBGene00006556,0,0,0.20229812,0,0.893091066,0
WBGene00006557,0,0,0,0,0,0
WBGene00006561,0.527116237,0.231599374,0.793991698,0.389856632,0.542523673,3.367203166
WBGene00006562,0.022795794,0.046161237,0.024226402,0.005069652,0.004697354,0.139810201
WBGene00006563,0.415480597,0.105409556,0.094104263,0.881799164,0.097252672,0.342077247
WBGene00006565,0.873397037,1.750410107,0.8696479,0.210156875,1.026776169,1.178368401
WBGene00006566,1.063215263,0.070424777,1.313834795,3.12063031,0.421572459,0.336991371
WBGene00006567,0.533224839,0.700411197,0.296521823,0.333727149,1.13619587,0.959964171
WBGene00006568,0.128832845,1.644270081,0.15541494,0.907047066,0,0
WBGene00006570,0.187519418,0.07220148,1.596778926,2.279526928,0.135300382,0.202553486
WBGene00006571,0.677436299,0.165253338,0.18178198,0.59150468,0.201534043,1.021675814
WBGene00006572,1.920606154,1.647131879,0.453196341,0.885643597,2.981937811,1.316731746
WBGene00006573,0.720760246,0.298987541,0.364183049,0.378723046,0.545456711,1.370889902
WBGene00006574,1.110565973,0.06304726,0.780920241,0.263352252,1.368653234,0.767256293
WBGene00006575,0.444424981,2.205405001,1.440567008,0.323520898,0.542966714,0.234490562
WBGene00006576,2.003984523,0.044385777,10.30183194,1.312317343,0.01917438,0.074458603
WBGene00006577,0.587540942,1.743442781,0.911415247,0.162306058,0.373322342,0.369744063
WBGene00006578,0.863162078,1.448340266,1.053261069,1.951444217,0.429207927,0.652573751
WBGene00006579,1.521785263,0.921946655,0.854743032,1.026269854,0.384744167,0.594413723
WBGene00006580,0.020477254,0.100237285,0.025440918,0.036298998,0.626477082,0.161441545
WBGene00006582,0,18.05366687,0,0,0,0
WBGene00006583,0.239935675,3.582608149,1.324975896,2.316312471,0.213925795,0.260339753
WBGene00006584,0.787948768,0.169716356,5.940419791,0.133339919,0.25819497,0.174450845
WBGene00006585,0.45242412,0.490343699,0.599302683,2.728894929,0.626855838,1.862892603
WBGene00006586,0.760020909,0.222226183,1.378265006,0.975920773,0.302069015,0.239113125
WBGene00006587,0.146270843,1.335955351,0.298421237,0.285162702,0.170454701,0.542925882
WBGene00006588,1.35003797,0.24481797,0.208592846,1.154407239,0.292817535,0.282658205
WBGene00006589,0.519731759,0.545516258,0.762228737,1.126703519,0.965108233,0.969173535
WBGene00006590,0.888293276,1.566567988,1.021913891,0.267856009,0.373721596,1.027534747
WBGene00006591,0.311891293,1.610739714,0.295720232,0.63438922,0.333910247,0.39836268
WBGene00006592,3.518727508,0.338939527,0.535976863,0.851645564,0.697985414,0.535288032
WBGene00006593,0.993359244,0.215238045,0.044961864,0.072436345,0.291930073,0.141817813
WBGene00006594,0.517827624,0.478271065,1.258329375,0.332721593,0.37207068,1.589502529
WBGene00006595,0.823581077,0.821172915,0.956316826,2.434366488,0.970453086,0.708106272
WBGene00006596,1.243013397,0.131550835,0.707736956,0.367603738,0.069158865,0.316542214
WBGene00006597,0.222574789,0.292336622,0.116827245,0.192273938,0.216048445,0
WBGene00006598,0.136372352,0.335993835,0.25435931,0,0,0.434062712
WBGene00006599,0.191775239,2.820942971,0.19667804,1.792644773,0.54012961,0.885910328
WBGene00006600,0.032696961,9.038556309,0.034923164,0,0.045830892,0.233929148
WBGene00006601,0.570493392,1.221269276,0.907146589,0.929686628,1.26750749,4.51536921
WBGene00006602,0.779804962,1.71989218,0.817514501,2.004923585,0.050590706,2.583016239
WBGene00006603,4.478715703,1.474562286,0.061603989,0.106838094,2.65762925,0.709377662
